Q_LEARN,Q_EVICT,Q_FLOOD,Q_BLOCK,Q_UNBLOCK,Q_INC_AGE,Q_DEC_AGE
-0.0174,-0.0596,-0.1574,0.0,0.0,-0.0607,-0.0553
-0.0193,-0.0596,-0.1574,0.0,0.0,-0.0607,-0.0553
-0.0186,-0.0596,-0.1574,0.0,0.0,-0.0607,-0.0553
-0.0181,-0.0596,-0.1574,0.0,0.0,-0.0607,-0.0553
-0.0175,-0.0596,-0.1574,0.0,0.0,-0.0607,-0.0553
-0.0195,-0.0596,-0.1574,0.0,0.0,-0.0607,-0.0553
-0.0188,-0.0596,-0.1574,0.0,0.0,-0.0607,-0.0553
-0.0181,-0.0596,-0.1574,0.0,0.0,-0.0607,-0.0553
-0.0174,-0.0596,-0.1574,0.0,0.0,-0.0607,-0.0553
-0.0194,-0.0596,-0.1574,0.0,0.0,-0.0607,-0.0553
-0.0194,-0.0596,-0.1568,0.0,0.0,-0.0607,-0.0553
-0.0187,-0.0596,-0.1568,0.0,0.0,-0.0607,-0.0553
-0.0174,-0.0596,-0.1568,0.0,0.0,-0.0607,-0.0553
-0.0168,-0.0596,-0.1568,0.0,0.0,-0.0607,-0.0553
-0.0163,-0.0596,-0.1568,0.0,0.0,-0.0607,-0.0553
-0.0157,-0.0596,-0.1568,0.0,0.0,-0.0607,-0.0553
-0.0179,-0.0596,-0.1568,0.0,0.0,-0.0607,-0.0553
-0.0172,-0.0596,-0.1568,0.0,0.0,-0.0607,-0.0553
-0.0166,-0.0596,-0.1568,0.0,0.0,-0.0607,-0.0553
-0.016,-0.0596,-0.1568,0.0,0.0,-0.0607,-0.0553
-0.016,-0.0596,-0.1568,0.0,0.0,-0.0607,-0.0576
-0.0156,-0.0596,-0.1568,0.0,0.0,-0.0607,-0.0576
-0.0153,-0.0596,-0.1568,0.0,0.0,-0.0607,-0.0576
-0.0147,-0.0596,-0.1568,0.0,0.0,-0.0607,-0.0576
-0.0171,-0.0596,-0.1568,0.0,0.0,-0.0607,-0.0576
-0.0164,-0.0596,-0.1568,0.0,0.0,-0.0607,-0.0576
-0.0159,-0.0596,-0.1568,0.0,0.0,-0.0607,-0.0576
-0.0156,-0.0596,-0.1568,0.0,0.0,-0.0607,-0.0576
-0.0156,-0.0596,-0.1563,0.0,0.0,-0.0607,-0.0576
-0.0151,-0.0596,-0.1563,0.0,0.0,-0.0607,-0.0576
-0.0147,-0.0596,-0.1563,0.0,0.0,-0.0607,-0.0576
-0.0171,-0.0596,-0.1563,0.0,0.0,-0.0607,-0.0576
-0.0171,-0.0596,-0.1563,0.0,0.0,-0.0599,-0.0576
-0.0167,-0.0596,-0.1563,0.0,0.0,-0.0599,-0.0576
-0.0161,-0.0596,-0.1563,0.0,0.0,-0.0599,-0.0576
-0.0183,-0.0596,-0.1563,0.0,0.0,-0.0599,-0.0576
-0.0176,-0.0596,-0.1563,0.0,0.0,-0.0599,-0.0576
-0.0176,-0.0596,-0.1559,0.0,0.0,-0.0599,-0.0576
-0.0167,-0.0596,-0.1559,0.0,0.0,-0.0599,-0.0576
-0.0189,-0.0596,-0.1559,0.0,0.0,-0.0599,-0.0576
-0.0182,-0.0596,-0.1559,0.0,0.0,-0.0599,-0.0576
-0.0175,-0.0596,-0.1559,0.0,0.0,-0.0599,-0.0576
-0.0195,-0.0596,-0.1559,0.0,0.0,-0.0599,-0.0576
-0.0188,-0.0596,-0.1559,0.0,0.0,-0.0599,-0.0576
-0.0181,-0.0596,-0.1559,0.0,0.0,-0.0599,-0.0576
-0.0174,-0.0596,-0.1559,0.0,0.0,-0.0599,-0.0576
-0.0195,-0.0596,-0.1559,0.0,0.0,-0.0599,-0.0576
-0.0189,-0.0596,-0.1559,0.0,0.0,-0.0599,-0.0576
-0.0184,-0.0596,-0.1559,0.0,0.0,-0.0599,-0.0576
-0.0176,-0.0596,-0.1559,0.0,0.0,-0.0599,-0.0576
-0.0197,-0.0596,-0.1559,0.0,0.0,-0.0599,-0.0576
-0.019,-0.0596,-0.1559,0.0,0.0,-0.0599,-0.0576
-0.019,-0.0596,-0.1555,0.0,0.0,-0.0599,-0.0576
-0.019,-0.0596,-0.1555,0.0,0.0,-0.0616,-0.0576
-0.0182,-0.0596,-0.1555,0.0,0.0,-0.0616,-0.0576
-0.0173,-0.0596,-0.1555,0.0,0.0,-0.0616,-0.0576
-0.0166,-0.0596,-0.1555,0.0,0.0,-0.0616,-0.0576
-0.0187,-0.0596,-0.1555,0.0,0.0,-0.0616,-0.0576
-0.0187,-0.0596,-0.1555,0.0,0.0,-0.0616,-0.057
-0.0181,-0.0596,-0.1555,0.0,0.0,-0.0616,-0.057
-0.0173,-0.0596,-0.1555,0.0,0.0,-0.0616,-0.057
-0.0195,-0.0596,-0.1555,0.0,0.0,-0.0616,-0.057
-0.0188,-0.0596,-0.1555,0.0,0.0,-0.0616,-0.057
-0.0181,-0.0596,-0.1555,0.0,0.0,-0.0616,-0.057
-0.02,-0.0596,-0.1555,0.0,0.0,-0.0616,-0.057
-0.02,-0.0596,-0.1555,0.0,0.0,-0.0616,-0.0565
-0.0193,-0.0596,-0.1555,0.0,0.0,-0.0616,-0.0565
-0.0193,-0.0596,-0.1551,0.0,0.0,-0.0616,-0.0565
-0.0213,-0.0596,-0.1551,0.0,0.0,-0.0616,-0.0565
-0.0202,-0.0596,-0.1551,0.0,0.0,-0.0616,-0.0565
-0.0202,-0.0596,-0.1548,0.0,0.0,-0.0616,-0.0565
-0.0193,-0.0596,-0.1548,0.0,0.0,-0.0616,-0.0565
-0.0211,-0.0596,-0.1548,0.0,0.0,-0.0616,-0.0565
-0.0211,-0.0596,-0.1545,0.0,0.0,-0.0616,-0.0565
-0.0201,-0.0596,-0.1545,0.0,0.0,-0.0616,-0.0565
-0.0219,-0.0596,-0.1545,0.0,0.0,-0.0616,-0.0565
-0.0219,-0.0596,-0.1545,0.0,0.0,-0.0616,-0.0562
-0.0212,-0.0596,-0.1545,0.0,0.0,-0.0616,-0.0562
-0.0212,-0.0596,-0.1543,0.0,0.0,-0.0616,-0.0562
-0.0229,-0.0596,-0.1543,0.0,0.0,-0.0616,-0.0562
-0.0217,-0.0596,-0.1543,0.0,0.0,-0.0616,-0.0562
-0.0207,-0.0596,-0.1543,0.0,0.0,-0.0616,-0.0562
-0.0197,-0.0596,-0.1543,0.0,0.0,-0.0616,-0.0562
-0.0215,-0.0596,-0.1543,0.0,0.0,-0.0616,-0.0562
-0.0206,-0.0596,-0.1543,0.0,0.0,-0.0616,-0.0562
-0.0206,-0.0596,-0.1543,0.0,0.0,-0.0616,-0.0557
-0.0223,-0.0596,-0.1543,0.0,0.0,-0.0616,-0.0557
-0.0212,-0.0596,-0.1543,0.0,0.0,-0.0616,-0.0557
-0.0203,-0.0596,-0.1543,0.0,0.0,-0.0616,-0.0557
-0.0193,-0.0596,-0.1543,0.0,0.0,-0.0616,-0.0557
-0.0193,-0.0596,-0.1543,0.0,0.0,-0.0632,-0.0557
-0.0185,-0.0596,-0.1543,0.0,0.0,-0.0632,-0.0557
-0.0179,-0.0596,-0.1543,0.0,0.0,-0.0632,-0.0557
-0.0175,-0.0596,-0.1543,0.0,0.0,-0.0632,-0.0557
-0.0175,-0.0596,-0.1543,0.0,0.0,-0.0632,-0.0579
-0.0168,-0.0596,-0.1543,0.0,0.0,-0.0632,-0.0579
-0.0168,-0.0596,-0.1543,0.0,0.0,-0.0632,-0.0573
-0.0168,-0.0596,-0.1543,0.0,0.0,-0.0619,-0.0573
-0.0188,-0.0596,-0.1543,0.0,0.0,-0.0619,-0.0573
-0.018,-0.0596,-0.1543,0.0,0.0,-0.0619,-0.0573
-0.018,-0.0596,-0.1539,0.0,0.0,-0.0619,-0.0573
-0.02,-0.0596,-0.1539,0.0,0.0,-0.0619,-0.0573
-0.0189,-0.0596,-0.1539,0.0,0.0,-0.0619,-0.0573
-0.0208,-0.0596,-0.1539,0.0,0.0,-0.0619,-0.0573
-0.0196,-0.0596,-0.1539,0.0,0.0,-0.0619,-0.0573
-0.0215,-0.0596,-0.1539,0.0,0.0,-0.0619,-0.0573
-0.0205,-0.0596,-0.1539,0.0,0.0,-0.0619,-0.0573
-0.0196,-0.0596,-0.1539,0.0,0.0,-0.0619,-0.0573
-0.0187,-0.0596,-0.1539,0.0,0.0,-0.0619,-0.0573
-0.0187,-0.0596,-0.1539,0.0,0.0,-0.0619,-0.0594
-0.0187,-0.0596,-0.1539,0.0,0.0,-0.0609,-0.0594
-0.0179,-0.0596,-0.1539,0.0,0.0,-0.0609,-0.0594
-0.0179,-0.0596,-0.1562,0.0,0.0,-0.0609,-0.0594
-0.0173,-0.0596,-0.1562,0.0,0.0,-0.0609,-0.0594
-0.0167,-0.0596,-0.1562,0.0,0.0,-0.0609,-0.0594
-0.0167,-0.0596,-0.1557,0.0,0.0,-0.0609,-0.0594
-0.0189,-0.0596,-0.1557,0.0,0.0,-0.0609,-0.0594
-0.0189,-0.0596,-0.1553,0.0,0.0,-0.0609,-0.0594
-0.0181,-0.0596,-0.1553,0.0,0.0,-0.0609,-0.0594
-0.0181,-0.0596,-0.1553,0.0,0.0,-0.0609,-0.0612
-0.0201,-0.0596,-0.1553,0.0,0.0,-0.0609,-0.0612
-0.0193,-0.0596,-0.1553,0.0,0.0,-0.0609,-0.0612
-0.0186,-0.0596,-0.1553,0.0,0.0,-0.0609,-0.0612
-0.0204,-0.0596,-0.1553,0.0,0.0,-0.0609,-0.0612
-0.0204,-0.0596,-0.1553,0.0,0.0,-0.0601,-0.0612
-0.0204,-0.0596,-0.1553,0.0,0.0,-0.0601,-0.0603
-0.0195,-0.0596,-0.1553,0.0,0.0,-0.0601,-0.0603
-0.0213,-0.0596,-0.1553,0.0,0.0,-0.0601,-0.0603
-0.0206,-0.0596,-0.1553,0.0,0.0,-0.0601,-0.0603
-0.0198,-0.0596,-0.1553,0.0,0.0,-0.0601,-0.0603
-0.0189,-0.0596,-0.1553,0.0,0.0,-0.0601,-0.0603
-0.0208,-0.0596,-0.1553,0.0,0.0,-0.0601,-0.0603
-0.0208,-0.0596,-0.1553,0.0,0.0,-0.0594,-0.0603
-0.02,-0.0596,-0.1553,0.0,0.0,-0.0594,-0.0603
-0.02,-0.0596,-0.1553,0.0,0.0,-0.0584,-0.0603
-0.0191,-0.0596,-0.1553,0.0,0.0,-0.0584,-0.0603
-0.0184,-0.0596,-0.1553,0.0,0.0,-0.0584,-0.0603
-0.0184,-0.0596,-0.1553,0.0,0.0,-0.0577,-0.0603
-0.0203,-0.0596,-0.1553,0.0,0.0,-0.0577,-0.0603
-0.0195,-0.0596,-0.1553,0.0,0.0,-0.0577,-0.0603
-0.0188,-0.0596,-0.1553,0.0,0.0,-0.0577,-0.0603
-0.0181,-0.0596,-0.1553,0.0,0.0,-0.0577,-0.0603
-0.0181,-0.0596,-0.1576,0.0,0.0,-0.0577,-0.0603
-0.0175,-0.0596,-0.1576,0.0,0.0,-0.0577,-0.0603
-0.0175,-0.0596,-0.1576,0.0,0.0,-0.0572,-0.0603
-0.0167,-0.0596,-0.1576,0.0,0.0,-0.0572,-0.0603
-0.0167,-0.0596,-0.1576,0.0,0.0,-0.0591,-0.0603
-0.0162,-0.0596,-0.1576,0.0,0.0,-0.0591,-0.0603
-0.0156,-0.0596,-0.1576,0.0,0.0,-0.0591,-0.0603
-0.0177,-0.0596,-0.1576,0.0,0.0,-0.0591,-0.0603
-0.0177,-0.0596,-0.1569,0.0,0.0,-0.0591,-0.0603
-0.0171,-0.0596,-0.1569,0.0,0.0,-0.0591,-0.0603
-0.0164,-0.0596,-0.1569,0.0,0.0,-0.0591,-0.0603
-0.0164,-0.0596,-0.1569,0.0,0.0,-0.0591,-0.0622
-0.0164,-0.0596,-0.1569,0.0,0.0,-0.0584,-0.0622
-0.016,-0.0596,-0.1569,0.0,0.0,-0.0584,-0.0622
-0.016,-0.0596,-0.1569,0.0,0.0,-0.0576,-0.0622
-0.0183,-0.0596,-0.1569,0.0,0.0,-0.0576,-0.0622
-0.0176,-0.0596,-0.1569,0.0,0.0,-0.0576,-0.0622
-0.0169,-0.0596,-0.1569,0.0,0.0,-0.0576,-0.0622
-0.0189,-0.0596,-0.1569,0.0,0.0,-0.0576,-0.0622
-0.0182,-0.0596,-0.1569,0.0,0.0,-0.0576,-0.0622
-0.0175,-0.0596,-0.1569,0.0,0.0,-0.0576,-0.0622
-0.0175,-0.0596,-0.1569,0.0,0.0,-0.0576,-0.0611
-0.0195,-0.0596,-0.1569,0.0,0.0,-0.0576,-0.0611
-0.0188,-0.0596,-0.1569,0.0,0.0,-0.0576,-0.0611
-0.0181,-0.0596,-0.1569,0.0,0.0,-0.0576,-0.0611
-0.0173,-0.0596,-0.1569,0.0,0.0,-0.0576,-0.0611
-0.0173,-0.0596,-0.1569,0.0,0.0,-0.0597,-0.0611
-0.0173,-0.0596,-0.1569,0.0,0.0,-0.0597,-0.0602
-0.0168,-0.0596,-0.1569,0.0,0.0,-0.0597,-0.0602
-0.0161,-0.0596,-0.1569,0.0,0.0,-0.0597,-0.0602
-0.0184,-0.0596,-0.1569,0.0,0.0,-0.0597,-0.0602
-0.0177,-0.0596,-0.1569,0.0,0.0,-0.0597,-0.0602
-0.0172,-0.0596,-0.1569,0.0,0.0,-0.0597,-0.0602
-0.0192,-0.0596,-0.1569,0.0,0.0,-0.0597,-0.0602
-0.0185,-0.0596,-0.1569,0.0,0.0,-0.0597,-0.0602
-0.0178,-0.0596,-0.1569,0.0,0.0,-0.0597,-0.0602
-0.0172,-0.0596,-0.1569,0.0,0.0,-0.0597,-0.0602
-0.0192,-0.0596,-0.1569,0.0,0.0,-0.0597,-0.0602
-0.0185,-0.0596,-0.1569,0.0,0.0,-0.0597,-0.0602
-0.0185,-0.0596,-0.1569,0.0,0.0,-0.0597,-0.0594
-0.0177,-0.0596,-0.1569,0.0,0.0,-0.0597,-0.0594
-0.0198,-0.0596,-0.1569,0.0,0.0,-0.0597,-0.0594
-0.0189,-0.0596,-0.1569,0.0,0.0,-0.0597,-0.0594
-0.0189,-0.0596,-0.1569,0.0,0.0,-0.0597,-0.0589
-0.0207,-0.0596,-0.1569,0.0,0.0,-0.0597,-0.0589
-0.0198,-0.0596,-0.1569,0.0,0.0,-0.0597,-0.0589
-0.0198,-0.0596,-0.1565,0.0,0.0,-0.0597,-0.0589
-0.0189,-0.0596,-0.1565,0.0,0.0,-0.0597,-0.0589
-0.0207,-0.0596,-0.1565,0.0,0.0,-0.0597,-0.0589
-0.0197,-0.0596,-0.1565,0.0,0.0,-0.0597,-0.0589
-0.0197,-0.0596,-0.1559,0.0,0.0,-0.0597,-0.0589
-0.0188,-0.0596,-0.1559,0.0,0.0,-0.0597,-0.0589
-0.0188,-0.0596,-0.158,0.0,0.0,-0.0597,-0.0589
-0.018,-0.0596,-0.158,0.0,0.0,-0.0597,-0.0589
-0.0173,-0.0596,-0.158,0.0,0.0,-0.0597,-0.0589
-0.0193,-0.0596,-0.158,0.0,0.0,-0.0597,-0.0589
-0.0185,-0.0596,-0.158,0.0,0.0,-0.0597,-0.0589
-0.0178,-0.0596,-0.158,0.0,0.0,-0.0597,-0.0589
-0.017,-0.0596,-0.158,0.0,0.0,-0.0597,-0.0589
-0.0164,-0.0596,-0.158,0.0,0.0,-0.0597,-0.0589
-0.0159,-0.0596,-0.158,0.0,0.0,-0.0597,-0.0589
-0.0182,-0.0596,-0.158,0.0,0.0,-0.0597,-0.0589
-0.0176,-0.0596,-0.158,0.0,0.0,-0.0597,-0.0589
-0.0171,-0.0596,-0.158,0.0,0.0,-0.0597,-0.0589
-0.0165,-0.0596,-0.158,0.0,0.0,-0.0597,-0.0589
-0.0158,-0.0596,-0.158,0.0,0.0,-0.0597,-0.0589
-0.0158,-0.0596,-0.1575,0.0,0.0,-0.0597,-0.0589
-0.0154,-0.0596,-0.1575,0.0,0.0,-0.0597,-0.0589
-0.0154,-0.0596,-0.1575,0.0,0.0,-0.0597,-0.0582
-0.0147,-0.0596,-0.1575,0.0,0.0,-0.0597,-0.0582
-0.0143,-0.0596,-0.1575,0.0,0.0,-0.0597,-0.0582
-0.014,-0.0596,-0.1575,0.0,0.0,-0.0597,-0.0582
-0.0164,-0.0596,-0.1575,0.0,0.0,-0.0597,-0.0582
-0.0164,-0.0596,-0.157,0.0,0.0,-0.0597,-0.0582
-0.0159,-0.0596,-0.157,0.0,0.0,-0.0597,-0.0582
-0.0154,-0.0596,-0.157,0.0,0.0,-0.0597,-0.0582
-0.015,-0.0596,-0.157,0.0,0.0,-0.0597,-0.0582
-0.0173,-0.0596,-0.157,0.0,0.0,-0.0597,-0.0582
-0.0173,-0.0596,-0.157,0.0,0.0,-0.0591,-0.0582
-0.0165,-0.0596,-0.157,0.0,0.0,-0.0591,-0.0582
-0.0188,-0.0596,-0.157,0.0,0.0,-0.0591,-0.0582
-0.018,-0.0596,-0.157,0.0,0.0,-0.0591,-0.0582
-0.018,-0.0596,-0.157,0.0,0.0,-0.0591,-0.0576
-0.0175,-0.0596,-0.157,0.0,0.0,-0.0591,-0.0576
-0.0168,-0.0596,-0.157,0.0,0.0,-0.0591,-0.0576
-0.0161,-0.0596,-0.157,0.0,0.0,-0.0591,-0.0576
-0.018,-0.0596,-0.157,0.0,0.0,-0.0591,-0.0576
-0.0202,-0.0596,-0.157,0.0,0.0,-0.0591,-0.0576
-0.0194,-0.0596,-0.157,0.0,0.0,-0.0591,-0.0576
-0.0194,-0.0596,-0.157,0.0,0.0,-0.0581,-0.0576
-0.0186,-0.0596,-0.157,0.0,0.0,-0.0581,-0.0576
-0.0186,-0.0596,-0.157,0.0,0.0,-0.0575,-0.0576
-0.0179,-0.0596,-0.157,0.0,0.0,-0.0575,-0.0576
-0.0171,-0.0596,-0.157,0.0,0.0,-0.0575,-0.0576
-0.0171,-0.0596,-0.157,0.0,0.0,-0.0575,-0.057
-0.0167,-0.0596,-0.157,0.0,0.0,-0.0575,-0.057
-0.0189,-0.0596,-0.157,0.0,0.0,-0.0575,-0.057
-0.0186,-0.0596,-0.157,0.0,0.0,-0.0575,-0.057
-0.0179,-0.0596,-0.157,0.0,0.0,-0.0575,-0.057
-0.0203,-0.0596,-0.157,0.0,0.0,-0.0575,-0.057
-0.0203,-0.0596,-0.157,0.0,0.0,-0.0575,-0.0566
-0.0203,-0.0596,-0.157,0.0,0.0,-0.0567,-0.0566
-0.0203,-0.0596,-0.1567,0.0,0.0,-0.0567,-0.0566
-0.0203,-0.0596,-0.1567,0.0,0.0,-0.0564,-0.0566
-0.0192,-0.0596,-0.1567,0.0,0.0,-0.0564,-0.0566
-0.0185,-0.0596,-0.1567,0.0,0.0,-0.0564,-0.0566
-0.0175,-0.0596,-0.1567,0.0,0.0,-0.0564,-0.0566
-0.0175,-0.0596,-0.1567,0.0,0.0,-0.0564,-0.0562
-0.0169,-0.0596,-0.1567,0.0,0.0,-0.0564,-0.0562
-0.0161,-0.0596,-0.1567,0.0,0.0,-0.0564,-0.0562
-0.0156,-0.0596,-0.1567,0.0,0.0,-0.0564,-0.0562
-0.0186,-0.0401,-0.1178,0.0,0.0,-0.041,-0.0293
-0.0179,-0.0401,-0.1178,0.0,0.0,-0.041,-0.0293
-0.0179,-0.0401,-0.1178,0.0,0.0,-0.0447,-0.0293
-0.0179,-0.0401,-0.1212,0.0,0.0,-0.0447,-0.0293
-0.0175,-0.0401,-0.1212,0.0,0.0,-0.0447,-0.0293
-0.017,-0.0401,-0.1212,0.0,0.0,-0.0447,-0.0293
-0.0192,-0.0401,-0.1212,0.0,0.0,-0.0447,-0.0293
-0.0185,-0.0401,-0.1212,0.0,0.0,-0.0447,-0.0293
-0.0179,-0.0401,-0.1212,0.0,0.0,-0.0447,-0.0293
-0.0173,-0.0401,-0.1212,0.0,0.0,-0.0447,-0.0293
-0.0194,-0.0401,-0.1212,0.0,0.0,-0.0447,-0.0293
-0.0187,-0.0401,-0.1212,0.0,0.0,-0.0447,-0.0293
-0.0187,-0.0401,-0.1244,0.0,0.0,-0.0447,-0.0293
-0.018,-0.0401,-0.1244,0.0,0.0,-0.0447,-0.0293
-0.02,-0.0401,-0.1244,0.0,0.0,-0.0447,-0.0293
-0.0192,-0.0401,-0.1244,0.0,0.0,-0.0447,-0.0293
-0.0186,-0.0401,-0.1244,0.0,0.0,-0.0447,-0.0293
-0.0177,-0.0401,-0.1244,0.0,0.0,-0.0447,-0.0293
-0.0173,-0.0401,-0.1244,0.0,0.0,-0.0447,-0.0293
-0.0168,-0.0401,-0.1244,0.0,0.0,-0.0447,-0.0293
-0.0168,-0.0401,-0.1244,0.0,0.0,-0.048,-0.0293
-0.0168,-0.0401,-0.1244,0.0,0.0,-0.048,-0.0242
-0.0154,-0.0596,-0.1567,0.0,0.0,-0.0564,-0.0562
-0.0149,-0.0596,-0.1567,0.0,0.0,-0.0564,-0.0562
-0.0146,-0.0596,-0.1567,0.0,0.0,-0.0564,-0.0562
-0.0143,-0.0596,-0.1567,0.0,0.0,-0.0564,-0.0562
-0.0165,-0.0596,-0.1567,0.0,0.0,-0.0564,-0.0562
-0.0161,-0.0596,-0.1567,0.0,0.0,-0.0564,-0.0562
-0.0156,-0.0596,-0.1567,0.0,0.0,-0.0564,-0.0562
-0.0156,-0.0596,-0.1562,0.0,0.0,-0.0564,-0.0562
-0.0179,-0.0596,-0.1562,0.0,0.0,-0.0564,-0.0562
-0.0171,-0.0596,-0.1562,0.0,0.0,-0.0564,-0.0562
-0.0164,-0.0596,-0.1562,0.0,0.0,-0.0564,-0.0562
-0.0187,-0.0596,-0.1562,0.0,0.0,-0.0564,-0.0562
-0.0181,-0.0596,-0.1562,0.0,0.0,-0.0564,-0.0562
-0.0172,-0.0596,-0.1562,0.0,0.0,-0.0564,-0.0562
-0.0172,-0.0596,-0.1562,0.0,0.0,-0.0564,-0.0581
-0.0166,-0.0596,-0.1562,0.0,0.0,-0.0564,-0.0581
-0.0161,-0.0596,-0.1562,0.0,0.0,-0.0564,-0.0581
-0.0161,-0.0596,-0.1562,0.0,0.0,-0.0564,-0.0603
-0.0159,-0.0596,-0.1562,0.0,0.0,-0.0564,-0.0603
-0.0155,-0.0596,-0.1562,0.0,0.0,-0.0564,-0.0603
-0.0179,-0.0596,-0.1562,0.0,0.0,-0.0564,-0.0603
-0.0174,-0.0596,-0.1562,0.0,0.0,-0.0564,-0.0603
-0.017,-0.0596,-0.1562,0.0,0.0,-0.0564,-0.0603
-0.0165,-0.0596,-0.1562,0.0,0.0,-0.0564,-0.0603
-0.0161,-0.0596,-0.1562,0.0,0.0,-0.0564,-0.0603
-0.0161,-0.0596,-0.1562,0.0,0.0,-0.056,-0.0603
-0.0183,-0.0596,-0.1562,0.0,0.0,-0.056,-0.0603
-0.0178,-0.0596,-0.1562,0.0,0.0,-0.056,-0.0603
-0.0172,-0.0596,-0.1562,0.0,0.0,-0.056,-0.0603
-0.0172,-0.0596,-0.1562,0.0,0.0,-0.056,-0.0622
-0.0167,-0.0596,-0.1562,0.0,0.0,-0.056,-0.0622
-0.0162,-0.0596,-0.1562,0.0,0.0,-0.056,-0.0622
-0.0159,-0.0596,-0.1562,0.0,0.0,-0.056,-0.0622
-0.0156,-0.0596,-0.1562,0.0,0.0,-0.056,-0.0622
-0.0151,-0.0596,-0.1562,0.0,0.0,-0.056,-0.0622
-0.0148,-0.0596,-0.1562,0.0,0.0,-0.056,-0.0622
-0.0148,-0.0596,-0.1562,0.0,0.0,-0.0556,-0.0622
-0.0147,-0.0596,-0.1562,0.0,0.0,-0.0556,-0.0622
-0.0145,-0.0596,-0.1562,0.0,0.0,-0.0556,-0.0622
-0.0141,-0.0596,-0.1562,0.0,0.0,-0.0556,-0.0622
-0.0168,-0.0401,-0.1244,0.0,0.0,-0.051,-0.0242
-0.0168,-0.0401,-0.1272,0.0,0.0,-0.051,-0.0242
-0.0161,-0.0401,-0.1272,0.0,0.0,-0.051,-0.0242
-0.0161,-0.0401,-0.1272,0.0,0.0,-0.0512,-0.0242
-0.0157,-0.0401,-0.1272,0.0,0.0,-0.0512,-0.0242
-0.0153,-0.0401,-0.1272,0.0,0.0,-0.0512,-0.0242
-0.015,-0.0401,-0.1272,0.0,0.0,-0.0512,-0.0242
-0.0147,-0.0401,-0.1272,0.0,0.0,-0.0512,-0.0242
-0.017,-0.0401,-0.1272,0.0,0.0,-0.0512,-0.0242
-0.0166,-0.0401,-0.1272,0.0,0.0,-0.0512,-0.0242
-0.0163,-0.0401,-0.1272,0.0,0.0,-0.0512,-0.0242
-0.0163,-0.0401,-0.1272,0.0,0.0,-0.0512,-0.0242
-0.0185,-0.0401,-0.1272,0.0,0.0,-0.0512,-0.0242
-0.0185,-0.0401,-0.1272,0.0,0.0,-0.0512,-0.0203
-0.0138,-0.0596,-0.1562,0.0,0.0,-0.0556,-0.0622
-0.0138,-0.0596,-0.1562,0.0,0.0,-0.0553,-0.0622
-0.0161,-0.0596,-0.1562,0.0,0.0,-0.0553,-0.0622
-0.0156,-0.0596,-0.1562,0.0,0.0,-0.0553,-0.0622
-0.0153,-0.0596,-0.1562,0.0,0.0,-0.0553,-0.0622
-0.0153,-0.0596,-0.1562,0.0,0.0,-0.055,-0.0622
-0.0175,-0.0596,-0.1562,0.0,0.0,-0.055,-0.0622
-0.017,-0.0596,-0.1562,0.0,0.0,-0.055,-0.0622
-0.0164,-0.0596,-0.1562,0.0,0.0,-0.055,-0.0622
-0.0188,-0.0596,-0.1562,0.0,0.0,-0.055,-0.0622
-0.0182,-0.0596,-0.1562,0.0,0.0,-0.055,-0.0622
-0.0176,-0.0596,-0.1562,0.0,0.0,-0.055,-0.0622
-0.0223,-0.0596,-0.1562,0.0,0.0,-0.055,-0.0622
-0.0223,-0.0602,-0.1562,0.0,0.0,-0.055,-0.0622
-0.0223,-0.0602,-0.1562,0.0,0.0,-0.0547,-0.0622
-0.024,-0.0602,-0.1562,0.0,0.0,-0.0547,-0.0622
-0.0228,-0.0602,-0.1562,0.0,0.0,-0.0547,-0.0622
-0.0228,-0.0602,-0.1562,0.0,0.0,-0.0547,-0.0611
-0.0228,-0.0656,-0.1562,0.0,0.0,-0.0547,-0.0611
-0.0091,-0.0193,-0.0288,0.0,0.0,-0.0098,-0.0052
-0.0199,-0.0204,-0.0441,0.0,0.0,-0.0311,-0.0185
-0.0199,-0.0204,-0.0441,0.0,0.0,-0.0333,-0.0185
-0.0191,-0.0204,-0.0441,0.0,0.0,-0.0333,-0.0185
-0.021,-0.0204,-0.0441,0.0,0.0,-0.0333,-0.0185
-0.0201,-0.0204,-0.0441,0.0,0.0,-0.0333,-0.0185
-0.0201,-0.0204,-0.0441,0.0,0.0,-0.0352,-0.0185
-0.0221,-0.0204,-0.0441,0.0,0.0,-0.0352,-0.0185
-0.0221,-0.0204,-0.0441,0.0,0.0,-0.0369,-0.0185
-0.0221,-0.0204,-0.0548,0.0,0.0,-0.0369,-0.0185
-0.0237,-0.0204,-0.0548,0.0,0.0,-0.0369,-0.0185
-0.0237,-0.0246,-0.0548,0.0,0.0,-0.0369,-0.0185
-0.0224,-0.0246,-0.0548,0.0,0.0,-0.0369,-0.0185
-0.0224,-0.0246,-0.0548,0.0,0.0,-0.0369,-0.0183
-0.0179,-0.0401,-0.1272,0.0,0.0,-0.0512,-0.0203
-0.0173,-0.0401,-0.1272,0.0,0.0,-0.0512,-0.0203
-0.0195,-0.0401,-0.1272,0.0,0.0,-0.0512,-0.0203
-0.0188,-0.0401,-0.1272,0.0,0.0,-0.0512,-0.0203
-0.0181,-0.0401,-0.1272,0.0,0.0,-0.0512,-0.0203
-0.0181,-0.0401,-0.1323,0.0,0.0,-0.0512,-0.0203
-0.0174,-0.0401,-0.1323,0.0,0.0,-0.0512,-0.0203
